,Reference Code,Solution Name (Eng),Cosine Similarity,Business Reference Code
11202,S-0163,Ai-Knowie,0.7528551816940308,N-0079
11203,S-0028,ShipAny - First Smart Logistics Gateway for HK Domestic Logistics Service,0.7525706291198729,N-0079
11204,S-0102,Miovision's Portable Solution for Traffic Data Collection,0.7520139217376709,N-0079
11205,S-0100,Super Massive 3D Model Data Expert,0.7519257068634033,N-0079
11206,S-0013,Public Event Tracking and Early Warning Analysis System,0.7517628073692322,N-0079
11207,S-0289,Life Planning & Blockchain,0.7497604489326477,N-0079
11208,S-0250,UiPath Automation Platform,0.7483175992965698,N-0079
11209,S-0196,Personnel and Asset positioning management system,0.7478283643722534,N-0079
11210,S-0067,AR Smart Glass Assisted for equipment training and O&M,0.7478024363517761,N-0079
11211,S-0101,​LANDRAY Office Automation (OA) system solutions,0.7466282844543457,N-0079
11212,S-0131,ISS Project Management System,0.7461231350898743,N-0079
11213,S-0035,Document Delivery By Unmanned Vehicle,0.7456371784210205,N-0079
11214,S-0239,InterOps Accelerator,0.7450186610221863,N-0079
11215,S-0085,SAP Geospatial Asset Management,0.7442209720611572,N-0079
11216,S-0230,STEMHUB Education Platform,0.7439844608306885,N-0079
11217,S-0045,SAP Big Data Solution,0.7431648373603821,N-0079
11218,S-0105,Blockchain solution,0.7421028614044191,N-0079
11219,S-0056,Advanced Contextual Analytic Solution for public enquiries,0.7398862838745117,N-0079
11220,S-0072,Digital Twin of the City (or Town),0.7386549115180969,N-0079
11221,S-0039,iQ-Dwell Time Management System,0.7349260449409485,N-0079
11222,S-0126,Self Service Business Intelligence,0.7341495752334595,N-0079
11223,S-0214,ACX Visitor Management System,0.7336050868034363,N-0079
11224,S-0087,Smart Citizen and Employee Self-Services,0.7335577011108398,N-0079
11225,S-0216,BMC Helix Service & Operations Management,0.7334799766540527,N-0079
11226,S-0135,ISS Analytics Services,0.7315833568572998,N-0079
11227,S-0174,VR Training & Education System,0.7312471270561218,N-0079
11228,S-0104,Litbulb Technologies,0.7306143641471863,N-0079
11229,S-0252,Critical Event Management,0.7305423617362976,N-0079
11230,S-0265,Business Process Management Platform,0.7304357886314392,N-0079
11231,S-0231,AI Information push service management system,0.7299531698226929,N-0079
11232,S-0021,ReportNOW,0.7298167943954468,N-0079
11233,S-0084,NFC Product Authentication,0.7297438383102417,N-0079
11234,S-0155,Stella Enterprise Chatbot Builder,0.7274123430252075,N-0079
11235,S-0164,Relate App,0.7246378660202026,N-0079
11236,S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.7244265675544739,N-0079
11237,S-0179,"""TeleVoice""  AI Robot Solution for DHS (Demographic and Health Surveys)",0.7239757180213928,N-0079
11238,S-0079,"1/ AccuID, 2/ Pedestrian Analytics, 3/ Vehicle Analytics",0.7237813472747803,N-0079
11239,S-0247,Seclore Digital Rights Management,0.7235633134841919,N-0079
11240,S-0222,Agorize Innovation Sourcing Platform,0.7234232425689697,N-0079
11241,S-0010,Precise Facility Crowd Analysis,0.7221295237541199,N-0079
11242,S-0048,AI-based Application,0.7216638326644897,N-0079
11243,S-0223,OceanX Share,0.7208415269851685,N-0079
11244,S-0019,Personalized Education System,0.7191835641860962,N-0079
11245,S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.7180370092391968,N-0079
11246,S-0037,4D Immersive CAVE,0.7180172801017761,N-0079
11247,S-0169,Robotic Assistant,0.7179502844810486,N-0079
11248,S-0044,AI Escalator Safety Monitoring System,0.7178257703781128,N-0079
11249,S-0286,IoT Sensors and Automatic Monitoring System (AMS),0.7176552414894104,N-0079
11250,S-0273,Talos,0.7176170945167542,N-0079
11251,S-0279,RoomQ virtual waiting room for massive traffic,0.7166872620582581,N-0079
11252,S-0038,Hybrid Reality Platform,0.7159594297409058,N-0079
11253,S-0242,Queue-it -  Virtual Waiting Room,0.7158787250518799,N-0079
11254,S-0031,PowerArena - Smart City Operations Platform,0.7136602401733398,N-0079
11255,S-0004,Euclideon Vault - Smart City IOT 3D visualization,0.7122418284416199,N-0079
11256,S-0090,Smart Employee Learning Management,0.7118334770202637,N-0079
11257,S-0204,DOLPHIN Indoor Positioning Service (IPS),0.7097038626670837,N-0079
11258,S-0114,Worker Insights,0.7090867757797241,N-0079
11259,S-0221,AI and IT enhanced learning platform,0.7084821462631226,N-0079
11260,S-0300,Smart Guiding Robot,0.7084084749221802,N-0079
11261,S-0107,POARD Your Presentation Stage,0.7081865072250366,N-0079
11262,S-0296,BLOK Pass App for Travel Bubble,0.7078187465667725,N-0079
11263,S-0165,Health Monitoring System,0.7072842717170715,N-0079
11264,S-0020,Machines Predictive Maintenance,0.7067845463752747,N-0079
11265,S-0253,Intelligent Face Mask,0.7055225968360901,N-0079
11266,S-0061,A.I. and Mixed Reality Solution,0.7050862312316895,N-0079
11267,S-0009,Precise And Responsive Indoor Location Tracking,0.704681396484375,N-0079
11268,S-0134,Smart Building - Energy Management and Optimization Solutions,0.7031592130661011,N-0079
11269,S-0071,All-in-one Data Center - iDCmini System,0.7022733688354492,N-0079
11270,S-0209,Control-M (BMC Software),0.7021194696426392,N-0079
11271,S-0052,OpenCloud CMP,0.7020627856254578,N-0079
11272,S-0051,Insight Driven Organization (IDO),0.7019246220588684,N-0079
11273,S-0050,Deloitte ASSIST,0.701455295085907,N-0079
11274,S-0027,Big Data Enabler Service (project based),0.7013153433799744,N-0079
11275,S-0137,Splunk,0.7012454271316528,N-0079
11276,S-0244,ServiceNow - ITSM solution,0.6997401714324951,N-0079
11277,S-0008,Shape Security - Shape Enterprise Defense,0.6977022886276245,N-0079
11278,S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.6976351737976074,N-0079
11279,S-0130,OpenLegacy API factory,0.6972680687904358,N-0079
11280,S-0219,"VR Virtual Store, Training & Education System",0.6971291303634644,N-0079
11281,S-0292,Telepresence and Video Conferencing Solution,0.6961681842803955,N-0079
11282,S-0023,Payment Solution for Housing Authority and Leisure and Cultural Department,0.6947088241577148,N-0079
11283,S-0255,Authgear,0.6920062303543091,N-0079
11284,S-0026,Knowledge Management Solution (KM Power),0.6914654374122621,N-0079
11285,S-0171,Augmented Reality (AR) model,0.6906415820121765,N-0079
11286,S-0156,Neo,0.6892404556274414,N-0079
11287,S-0190,Una Interactive Training Platform,0.6883606910705566,N-0079
11288,S-0172,Earthy,0.6879407167434692,N-0079
11289,S-0093,DataOS System,0.6862620115280151,N-0079
11290,S-0288,Mixed language Chatbot system with AI and voice functions,0.6862313747406006,N-0079
11291,S-0083,Smart Pharma Packaging,0.6854686141014099,N-0079
11292,S-0012,"Monitoring and Early Warning System for Holding Concentration, Insider Trading, Short-selling and Stock Price Manipulation",0.6853646039962769,N-0079
11293,S-0006,Centimeter level precision GNSS positioning Android tablet/smartphone,0.6851392984390259,N-0079
11294,S-0060,FROM Network Audit Programs,0.685063898563385,N-0079
11295,S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.6846054792404175,N-0079
11296,S-0210,AI Cloud for Smart Construction,0.6845723390579224,N-0079
11297,S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.6845602989196777,N-0079
11298,S-0136,Document Authentication,0.6834128499031067,N-0079
11299,S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.6833723783493042,N-0079
11300,S-0053,Real-Time Origin-Destination Analysis Tool (RODAT）,0.6810027360916138,N-0079
11301,S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.6801453828811646,N-0079
11302,S-0097,Smart Home e-Health Monitoring and Care System,0.6789185404777527,N-0079
11303,S-0022,A smart lamp pole system with AI-enabled security system,0.6752951145172119,N-0079
11304,S-0187,Provide an implementation plan for the Hongkong Financial Secretary's policy of granting HK $10 thousand to permanent residents aged 18 or above.,0.6746172308921814,N-0079
11305,S-0125,"BIM, BMS and IoT Integration",0.6736090183258057,N-0079
11306,S-0011,Precise Outdoor Crowd Analysis,0.6716753840446472,N-0079
11307,S-0205,Centrak Quarantine Management Solution,0.6702917814254761,N-0079
11308,S-0065,Smart Mobility,0.6677308082580566,N-0079
11309,S-0246,Remo Video Conferencing,0.6675491333007812,N-0079
11310,S-0218,Chief,0.6672405004501343,N-0079
11311,S-0040,RVM One Stop Recycling Solution,0.6667638421058655,N-0079
11312,S-0024,Automated Refuse Collection System with 1 chute for multi fractions,0.6666432619094849,N-0079
11313,S-0237,V-K V-OS Cloud Solutions,0.6663382053375244,N-0079
11314,S-0106,"Smart bin trash collection solution, especially remote area",0.6651313900947571,N-0079
11315,S-0007,Smart Life,0.6648308038711548,N-0079
11316,S-0124,Enterprise Intelligent Assistant,0.6641117930412292,N-0079
11317,S-0069,Citizen Cloud,0.6638776063919067,N-0079
11318,S-0032,AI+IAQ Proptech: Zonal object counting by skeleton & form recognition integrated with indoor environmental control and room utilization management,0.6629161238670349,N-0079
11319,S-0080,OceanX Cloud-based Enterprise Content Management (ECM),0.6627482771873474,N-0079
11320,S-0113,Video Analytics Solution,0.6622105836868286,N-0079
11321,S-0017,Falling Alert System for Elderly Care-- Optical Monitoring System (OMS),0.6594034433364868,N-0079
11322,S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.658553421497345,N-0079
11323,S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.6585092544555664,N-0079
11324,S-0280,Digital parking solutions for enterprise (Include online pre booking and payment settle),0.6574472188949585,N-0079
11325,S-0120,Raspect-ACE,0.6573654413223267,N-0079
11326,S-0030,IoT Building Access Control System,0.6536635160446167,N-0079
11327,S-0110,People Counting System (PCS),0.6525962948799133,N-0079
11328,S-0248,OFS Website Tracking System,0.6523993015289307,N-0079
11329,S-0263,SafeGuard Series,0.6521703600883484,N-0079
11330,S-0232,"""Smart"" Car Park Management System",0.6508485674858093,N-0079
11331,S-0235,Pixel Eye Safety Helmets Detection,0.650489091873169,N-0079
11332,S-0294,Live Webinar Streaming service,0.6481887102127075,N-0079
11333,S-0153,Dynatrace,0.6469631791114807,N-0079
11334,S-0238,Rice Robotics,0.6460758447647095,N-0079
11335,S-0128,Iris by HKT - From Surveillance to Intelligence,0.6459901332855225,N-0079
11336,S-0059,EMF Workplaces Evaluation Program,0.6453263759613037,N-0079
11337,S-0091,Next Generation Growable Optical Networks,0.6448593735694885,N-0079
11338,S-0157,NLP-powered Chatbot by Xiaomi,0.643885612487793,N-0079
11339,S-0058,IoT Cybersecurity Testing and Certification Program,0.6434110403060913,N-0079
11340,S-0123,Complete Encryption with HSM,0.6402112245559692,N-0079
11341,S-0066,Smart Water Management,0.6381009221076965,N-0079
11342,S-0180,AR/ VR/ Interactive Design & Development,0.6373225450515747,N-0079
11343,S-0202,One card e-payment solution for GBA(Guangdong-hong kong-Macao Greater Bay area),0.6372736692428589,N-0079
11344,S-0014,2D Face Re-identification,0.6359537839889526,N-0079
11345,S-0181,Artificial Intelligence Camera Solutions,0.6338357925415039,N-0079
11346,S-0016,Cyclops -- Smart City & unmanned store solution,0.633589506149292,N-0079
11347,S-0081,iQ-Road and Traffic Management,0.6327378749847412,N-0079
11348,S-0267,Smart Fever Screening System,0.6323835253715515,N-0079
11349,S-0139,imVision,0.6313989162445068,N-0079
11350,S-0177,MAD Gaze Smart Glass,0.6305607557296753,N-0079
11351,S-0234,Pixel Eye Vision-Based Fall Detection,0.6302104592323303,N-0079
11352,S-0033,ATAL’s Cloud-based Chiller Plant Energy Management Platform (EM-Platform),0.6286110281944275,N-0079
11353,S-0159,Integrated Smart Film Solutions,0.6285915374755859,N-0079
11354,S-0099,NB IoT Sensor Solution,0.6284738183021545,N-0079
11355,S-0175,Thermal Imaging Body Temperature Measurement Solution,0.6280343532562256,N-0079
11356,S-0168,IXIA Vision ONE (Network Packet Broker),0.6271011233329773,N-0079
11357,S-0166,IXIA BREAKINGPOINT,0.6263570785522461,N-0079
11358,S-0070,Well井 Smart Water Station,0.6255258321762085,N-0079
11359,S-0075,Altai SuperWiFi Solution,0.6225759983062744,N-0079
11360,S-0111,Smart car park solution,0.6224828362464905,N-0079
11361,S-0142,NetMotion Mobility,0.6200973987579346,N-0079
11362,S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.6189292073249817,N-0079
11363,S-0264,Smart Parking with Video Analytics,0.6179817318916321,N-0079
11364,S-0064,Smart Education(Class VR),0.6170446872711182,N-0079
11365,S-0271,Server Data Analysis Service (User & Data),0.6168322563171387,N-0079
11366,S-0207,Pandemic Management System,0.6160954236984253,N-0079
11367,S-0215,Self Check-in system for self-quarantined personal,0.6151512861251831,N-0079
11368,S-0034,Cloud Energy Management Platform,0.6143526434898376,N-0079
11369,S-0133,PANGA - Data Infrastructure Edge Computing for Smart Cities,0.6127457618713379,N-0079
11370,S-0161,LiDAR and Optical Sensing applications for Smart City,0.6125909090042114,N-0079
11371,S-0143,Cyberbit,0.6123515367507935,N-0079
11372,S-0194,UWB Beacon RTLS Solution,0.6102725267410278,N-0079
11373,S-0227,Intelligent liquid crystal dimming film,0.6095740795135498,N-0079
11374,S-0188,Data Vaccinator,0.6090510487556458,N-0079
11375,S-0063,UHD Multi-Channel Video Live Broadcast,0.6056254506111145,N-0079
11376,S-0036,Intelligent Traffic Monitoring,0.5969666242599487,N-0079
11377,S-0199,V-Key Mobile App Protection,0.5950905680656433,N-0079
11378,S-0173,Go VR Immersive - Hololens 2 Mixed Reality Solution,0.5922324657440186,N-0079
11379,S-0229,SonoWatermark,0.5909316539764404,N-0079
11380,S-0208,Indoor Map and Positioning for Smart City,0.5882474184036255,N-0079
11381,S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,0.5876103639602661,N-0079
11382,S-0068,Reliability Centered Asset Management - Dynamic (RCAM-dyn),0.5809653997421265,N-0079
11383,S-0132,Mobility Mesh Wi-Fi Application for Smart City,0.5726089477539062,N-0079
11384,S-0158,Switchable Glass / Film,0.5714045763015747,N-0079
11385,S-0213,Radar-based smart motion and position tracking system,0.5712590217590332,N-0079
11386,S-0116,Smart Parking Solution,0.5709049105644226,N-0079
11387,S-0140,Drivelock,0.570740818977356,N-0079
11388,S-0212,AI Solution for Outdoor People Counting without invading privacy,0.5704236626625061,N-0079
11389,S-0144,ZIroh Labs - Advanced Data Privacy and Encryption Technology,0.569776713848114,N-0079
11390,S-0076,NEC InfoCage FileShell,0.5691353678703308,N-0079
11391,S-0272,Hybrid/ E Bus/ Mini Bus and Ferry Boat,0.5666763782501221,N-0079
11392,S-0041,A.I. and speech solutions by Nexify and iFLYTEK,0.5647290349006653,N-0079
11393,S-0074,AI Chiller Plant – Smart Chiller Plant Optimization using Artificial Intelligence,0.562569260597229,N-0079
11394,S-0015,3D Face Re-identification,0.5619500875473022,N-0079
11395,S-0092,Enable the wireless connectivity for IoT devices,0.5608199834823608,N-0079
11396,S-0138,Radware DefensePro and AppWall,0.560636043548584,N-0079
11397,S-0086,Micro-Chip 2.0 for pets,0.5588747262954712,N-0079
11398,S-0108,SparkXIO Smart Car Park Management System,0.5586937665939331,N-0079
11399,S-0145,Arcserve® Appliance Series,0.5558574199676514,N-0079
11400,S-0147,Privacy-aware people counting system using Smart Radar sensor,0.5533350706100464,N-0079
11401,S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.5486745834350586,N-0079
11402,S-0287,Siemens Mobility (e-)bike sharing powered by AI,0.5453730821609497,N-0079
11403,S-0167,IXIA ThreatARMOR,0.5412720441818237,N-0079
11404,S-0201,Non image base access control,0.5381230115890503,N-0079
11405,S-0141,HubSecurity,0.5353335738182068,N-0079
11406,S-0098,ECOPLANT Solar Tracking Solar Panel System,0.5331480503082275,N-0079
11407,S-0281,"Smart 5G Integrated Multi-Operator Active Distributed Antenna Solution for Malls, Venues and Stadiums",0.5321934819221497,N-0079
11408,S-0146,Promon Shield - Application Protection and Security for IoT & Connected Devices,0.531899094581604,N-0079
11409,S-0176,Epidemic prevention and control management system,0.5308536291122437,N-0079
11410,S-0073,Enlighted Multi-Features Micro IoT Sensors Solution,0.5297275781631471,N-0079
11411,S-0148,Zscaler,0.5269115567207336,N-0079
11412,S-0062,Parkingbnb,0.5195642113685608,N-0079
